Area Code,Area Name,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
484,Mexico,2018,Balance imports/exports (millions of US dollars),G,,"-13,610",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
484,Mexico,2019,Balance imports/exports (millions of US dollars),G,,"5,414",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
484,Mexico,2020,Balance imports/exports (millions of US dollars),G,,"34,835",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),1995,Imports CIF (millions of US dollars),S,,100,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2005,Imports CIF (millions of US dollars),S,,128,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2010,Imports CIF (millions of US dollars),S,,168,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2015,Imports CIF (millions of US dollars),S,,160,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2018,Imports CIF (millions of US dollars),S,,189,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2019,Imports CIF (millions of US dollars),S,,189,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2020,Imports CIF (millions of US dollars),S,,189,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),1995,Exports FOB (millions of US dollars),S,,43,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2005,Exports FOB (millions of US dollars),S,,13,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2010,Exports FOB (millions of US dollars),S,,23,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2015,Exports FOB (millions of US dollars),S,,40,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2018,Exports FOB (millions of US dollars),S,,47,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2019,Exports FOB (millions of US dollars),S,,40,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2020,Exports FOB (millions of US dollars),S,,34,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),1995,Balance imports/exports (millions of US dollars),S,,-56,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2005,Balance imports/exports (millions of US dollars),S,,-115,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2010,Balance imports/exports (millions of US dollars),S,,-145,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2015,Balance imports/exports (millions of US dollars),S,,-121,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2018,Balance imports/exports (millions of US dollars),S,,-142,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2019,Balance imports/exports (millions of US dollars),S,,-149,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
583,Micronesia (Fed. States of),2020,Balance imports/exports (millions of US dollars),S,,-155,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,1995,Imports CIF (millions of US dollars),G,,415,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2005,Imports CIF (millions of US dollars),G,,"1,183",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2010,Imports CIF (millions of US dollars),G,,"3,200",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2015,Imports CIF (millions of US dollars),G,,"3,797",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2018,Imports CIF (millions of US dollars),G,,"5,875",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2019,Imports CIF (millions of US dollars),G,,"6,127",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2020,Imports CIF (millions of US dollars),G,,"5,294",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,1995,Exports FOB (millions of US dollars),G,,473,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2005,Exports FOB (millions of US dollars),G,,"1,064",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2010,Exports FOB (millions of US dollars),G,,"2,908",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2015,Exports FOB (millions of US dollars),G,,"4,669",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2018,Exports FOB (millions of US dollars),G,,"7,012",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2019,Exports FOB (millions of US dollars),G,,"7,620",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2020,Exports FOB (millions of US dollars),G,,"7,576",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,1995,Balance imports/exports (millions of US dollars),G,,58,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2005,Balance imports/exports (millions of US dollars),G,,-118,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2010,Balance imports/exports (millions of US dollars),G,,-291,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2015,Balance imports/exports (millions of US dollars),G,,873,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2018,Balance imports/exports (millions of US dollars),G,,"1,137",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2019,Balance imports/exports (millions of US dollars),G,,"1,492",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
496,Mongolia,2020,Balance imports/exports (millions of US dollars),G,,"2,282",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2010,Imports CIF (millions of US dollars),S,,"2,182",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2015,Imports CIF (millions of US dollars),S,,"2,050",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2018,Imports CIF (millions of US dollars),S,,"3,003",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2019,Imports CIF (millions of US dollars),S,,"2,908",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2020,Imports CIF (millions of US dollars),S,,"2,394",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2010,Exports FOB (millions of US dollars),S,,437,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2015,Exports FOB (millions of US dollars),S,,353,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2018,Exports FOB (millions of US dollars),S,,466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2019,Exports FOB (millions of US dollars),S,,463,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2020,Exports FOB (millions of US dollars),S,,410,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2010,Balance imports/exports (millions of US dollars),S,,"-1,745",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2015,Balance imports/exports (millions of US dollars),S,,"-1,697",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2018,Balance imports/exports (millions of US dollars),S,,"-2,537",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2019,Balance imports/exports (millions of US dollars),S,,"-2,445",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
499,Montenegro,2020,Balance imports/exports (millions of US dollars),S,,"-1,984",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,1995,Imports CIF (millions of US dollars),S,,51,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2005,Imports CIF (millions of US dollars),S,,30,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2010,Imports CIF (millions of US dollars),S,,29,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2015,Imports CIF (millions of US dollars),S,,39,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2018,Imports CIF (millions of US dollars),S,,34,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2019,Imports CIF (millions of US dollars),S,,35,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2020,Imports CIF (millions of US dollars),S,,31,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,1995,Exports FOB (millions of US dollars),S,,2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2005,Exports FOB (millions of US dollars),S,,1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2010,Exports FOB (millions of US dollars),S,,1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2015,Exports FOB (millions of US dollars),S,,3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2018,Exports FOB (millions of US dollars),S,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2019,Exports FOB (millions of US dollars),S,,6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2020,Exports FOB (millions of US dollars),S,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,1995,Balance imports/exports (millions of US dollars),S,,-49,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2005,Balance imports/exports (millions of US dollars),S,,-28,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2010,Balance imports/exports (millions of US dollars),S,,-28,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2015,Balance imports/exports (millions of US dollars),S,,-36,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2018,Balance imports/exports (millions of US dollars),S,,-29,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2019,Balance imports/exports (millions of US dollars),S,,-28,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
500,Montserrat,2020,Balance imports/exports (millions of US dollars),S,,-25,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,1995,Imports CIF (millions of US dollars),S,,"8,540",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2005,Imports CIF (millions of US dollars),S,,"20,803",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2010,Imports CIF (millions of US dollars),S,,"35,379",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2015,Imports CIF (millions of US dollars),S,,"38,146",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2018,Imports CIF (millions of US dollars),S,,"51,299",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2019,Imports CIF (millions of US dollars),S,,"51,075",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2020,Imports CIF (millions of US dollars),S,,"43,280",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,1995,Exports FOB (millions of US dollars),S,,"4,719",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2005,Exports FOB (millions of US dollars),S,,"11,185",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2010,Exports FOB (millions of US dollars),S,,"17,765",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2015,Exports FOB (millions of US dollars),S,,"22,337",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2018,Exports FOB (millions of US dollars),S,,"29,360",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2019,Exports FOB (millions of US dollars),S,,"29,328",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2020,Exports FOB (millions of US dollars),S,,"26,965",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,1995,Balance imports/exports (millions of US dollars),S,,"-3,822",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2005,Balance imports/exports (millions of US dollars),S,,"-9,618",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2010,Balance imports/exports (millions of US dollars),S,,"-17,614",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2015,Balance imports/exports (millions of US dollars),S,,"-15,809",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2018,Balance imports/exports (millions of US dollars),S,,"-21,939",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2019,Balance imports/exports (millions of US dollars),S,,"-21,747",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
504,Morocco,2020,Balance imports/exports (millions of US dollars),S,,"-16,315",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,1995,Imports CIF (millions of US dollars),S,,727,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2005,Imports CIF (millions of US dollars),S,,"2,408",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2010,Imports CIF (millions of US dollars),S,,"3,564",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2015,Imports CIF (millions of US dollars),S,,"7,852",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2018,Imports CIF (millions of US dollars),S,,"6,786",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2019,Imports CIF (millions of US dollars),S,,"8,270",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2020,Imports CIF (millions of US dollars),S,,"10,080",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,1995,Exports FOB (millions of US dollars),S,,174,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2005,Exports FOB (millions of US dollars),S,,"1,745",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2010,Exports FOB (millions of US dollars),S,,"2,243",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2015,Exports FOB (millions of US dollars),S,,"3,649",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2018,Exports FOB (millions of US dollars),S,,"5,196",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2019,Exports FOB (millions of US dollars),S,,"5,878",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2020,Exports FOB (millions of US dollars),S,,"6,651",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,1995,Balance imports/exports (millions of US dollars),S,,-553,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2005,Balance imports/exports (millions of US dollars),S,,-663,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2010,Balance imports/exports (millions of US dollars),S,,"-1,321",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2015,Balance imports/exports (millions of US dollars),S,,"-4,203",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2018,Balance imports/exports (millions of US dollars),S,,"-1,590",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2019,Balance imports/exports (millions of US dollars),S,,"-2,392",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
508,Mozambique,2020,Balance imports/exports (millions of US dollars),S,,"-3,429",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,1995,Imports CIF (millions of US dollars),G,,"1,346",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2005,Imports CIF (millions of US dollars),G,,"1,907",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2010,Imports CIF (millions of US dollars),G,,"4,866",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2015,Imports CIF (millions of US dollars),G,,"16,913",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2018,Imports CIF (millions of US dollars),G,,"19,354",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2019,Imports CIF (millions of US dollars),G,,"18,611",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2020,Imports CIF (millions of US dollars),G,,"17,964",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,1995,Exports FOB (millions of US dollars),G,,860,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2005,Exports FOB (millions of US dollars),G,,"3,776",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2010,Exports FOB (millions of US dollars),G,,"8,873",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2015,Exports FOB (millions of US dollars),G,,"11,432",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2018,Exports FOB (millions of US dollars),G,,"16,695",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2019,Exports FOB (millions of US dollars),G,,"18,106",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2020,Exports FOB (millions of US dollars),G,,"16,929",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,1995,Balance imports/exports (millions of US dollars),G,,-487,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2005,Balance imports/exports (millions of US dollars),G,,"1,869",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2010,Balance imports/exports (millions of US dollars),G,,"4,008",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2015,Balance imports/exports (millions of US dollars),G,,"-5,481",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2018,Balance imports/exports (millions of US dollars),G,,"-2,659",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2019,Balance imports/exports (millions of US dollars),G,,-505,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
104,Myanmar,2020,Balance imports/exports (millions of US dollars),G,,"-1,035",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2005,Imports CIF (millions of US dollars),G,,"2,525",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2010,Imports CIF (millions of US dollars),G,,"5,980",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2015,Imports CIF (millions of US dollars),G,,"7,697",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2018,Imports CIF (millions of US dollars),G,,"8,289",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2019,Imports CIF (millions of US dollars),G,,"8,086",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2020,Imports CIF (millions of US dollars),G,,"6,823",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2005,Exports FOB (millions of US dollars),G,,"2,726",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2010,Exports FOB (millions of US dollars),G,,"5,848",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2015,Exports FOB (millions of US dollars),G,,"4,628",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2018,Exports FOB (millions of US dollars),G,,"7,488",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2019,Exports FOB (millions of US dollars),G,,"6,258",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2020,Exports FOB (millions of US dollars),G,,"5,600",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2005,Balance imports/exports (millions of US dollars),G,,201,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2010,Balance imports/exports (millions of US dollars),G,,-131,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2015,Balance imports/exports (millions of US dollars),G,,"-3,069",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2018,Balance imports/exports (millions of US dollars),G,,-801,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2019,Balance imports/exports (millions of US dollars),G,,"-1,828",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
516,Namibia,2020,Balance imports/exports (millions of US dollars),G,,"-1,223",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
