Area Code,Area Name,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
660,Anguilla,2020,Exports FOB (millions of US dollars),S,,2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,1995,Balance imports/exports (millions of US dollars),S,,-52,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2005,Balance imports/exports (millions of US dollars),S,,-126,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2010,Balance imports/exports (millions of US dollars),S,,-137,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2015,Balance imports/exports (millions of US dollars),S,,-193,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2018,Balance imports/exports (millions of US dollars),S,,-287,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2019,Balance imports/exports (millions of US dollars),S,,-270,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
660,Anguilla,2020,Balance imports/exports (millions of US dollars),S,,-145,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,1995,Imports CIF (millions of US dollars),G,,344,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2005,Imports CIF (millions of US dollars),G,,525,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2010,Imports CIF (millions of US dollars),G,,501,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2015,Imports CIF (millions of US dollars),G,,465,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2018,Imports CIF (millions of US dollars),G,,569,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2019,Imports CIF (millions of US dollars),G,,568,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2020,Imports CIF (millions of US dollars),G,,401,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,1995,Exports FOB (millions of US dollars),G,,53,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2005,Exports FOB (millions of US dollars),G,,121,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2010,Exports FOB (millions of US dollars),G,,35,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2015,Exports FOB (millions of US dollars),G,,26,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2018,Exports FOB (millions of US dollars),G,,26,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2019,Exports FOB (millions of US dollars),G,,37,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2020,Exports FOB (millions of US dollars),G,,22,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,1995,Balance imports/exports (millions of US dollars),G,,-291,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2005,Balance imports/exports (millions of US dollars),G,,-405,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2010,Balance imports/exports (millions of US dollars),G,,-466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2015,Balance imports/exports (millions of US dollars),G,,-439,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2018,Balance imports/exports (millions of US dollars),G,,-543,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2019,Balance imports/exports (millions of US dollars),G,,-531,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
28,Antigua and Barbuda,2020,Balance imports/exports (millions of US dollars),G,,-380,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,1995,Imports CIF (millions of US dollars),S,,"20,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2005,Imports CIF (millions of US dollars),S,,"28,689",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2010,Imports CIF (millions of US dollars),S,,"56,792",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2015,Imports CIF (millions of US dollars),S,,"60,203",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2018,Imports CIF (millions of US dollars),S,,"65,441",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2019,Imports CIF (millions of US dollars),S,,"49,125",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2020,Imports CIF (millions of US dollars),S,,"42,356",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,1995,Exports FOB (millions of US dollars),S,,"20,963",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2005,Exports FOB (millions of US dollars),S,,"40,106",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2010,Exports FOB (millions of US dollars),S,,"68,174",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2015,Exports FOB (millions of US dollars),S,,"56,784",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2018,Exports FOB (millions of US dollars),S,,"61,558",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2019,Exports FOB (millions of US dollars),S,,"65,114",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2020,Exports FOB (millions of US dollars),S,,"54,884",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,1995,Balance imports/exports (millions of US dollars),S,,841,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2005,Balance imports/exports (millions of US dollars),S,,"11,418",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2010,Balance imports/exports (millions of US dollars),S,,"11,382",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2015,Balance imports/exports (millions of US dollars),S,,"-3,419",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2018,Balance imports/exports (millions of US dollars),S,,"-3,883",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2019,Balance imports/exports (millions of US dollars),S,,"15,989",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
32,Argentina,2020,Balance imports/exports (millions of US dollars),S,,"12,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,1995,Imports CIF (millions of US dollars),S,,674,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2005,Imports CIF (millions of US dollars),S,,"1,692",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2010,Imports CIF (millions of US dollars),S,,"3,782",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2015,Imports CIF (millions of US dollars),S,,"3,257",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2018,Imports CIF (millions of US dollars),S,,"4,850",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2019,Imports CIF (millions of US dollars),S,,"5,072",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2020,Imports CIF (millions of US dollars),S,,"4,541",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,1995,Exports FOB (millions of US dollars),S,,271,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2005,Exports FOB (millions of US dollars),S,,937,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2010,Exports FOB (millions of US dollars),S,,"1,011",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2015,Exports FOB (millions of US dollars),S,,"1,483",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2018,Exports FOB (millions of US dollars),S,,"2,383",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2019,Exports FOB (millions of US dollars),S,,"2,620",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2020,Exports FOB (millions of US dollars),S,,"2,520",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,1995,Balance imports/exports (millions of US dollars),S,,-403,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2005,Balance imports/exports (millions of US dollars),S,,-755,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2010,Balance imports/exports (millions of US dollars),S,,"-2,770",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2015,Balance imports/exports (millions of US dollars),S,,"-1,774",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2018,Balance imports/exports (millions of US dollars),S,,"-2,467",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2019,Balance imports/exports (millions of US dollars),S,,"-2,452",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
51,Armenia,2020,Balance imports/exports (millions of US dollars),S,,"-2,021",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,1995,Imports CIF (millions of US dollars),S,,566,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2005,Imports CIF (millions of US dollars),S,,"1,030",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Imports CIF (millions of US dollars),S,,"1,071",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Imports CIF (millions of US dollars),S,,"1,165",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2018,Imports CIF (millions of US dollars),S,,"1,258",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2019,Imports CIF (millions of US dollars),S,,"1,320",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Imports CIF (millions of US dollars),S,,939,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,1995,Exports FOB (millions of US dollars),S,,15,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2005,Exports FOB (millions of US dollars),S,,106,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Exports FOB (millions of US dollars),S,,125,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Exports FOB (millions of US dollars),S,,80,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2018,Exports FOB (millions of US dollars),S,,70,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2019,Exports FOB (millions of US dollars),S,,84,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Exports FOB (millions of US dollars),S,,66,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,1995,Balance imports/exports (millions of US dollars),S,,-551,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2005,Balance imports/exports (millions of US dollars),S,,-924,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Balance imports/exports (millions of US dollars),S,,-947,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Balance imports/exports (millions of US dollars),S,,"-1,085",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2018,Balance imports/exports (millions of US dollars),S,,"-1,188",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2019,Balance imports/exports (millions of US dollars),S,,"-1,236",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Balance imports/exports (millions of US dollars),S,,-873,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,1995,Imports CIF (millions of US dollars),G,,"57,381",Estimate.;Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2005,Imports CIF (millions of US dollars),G,,"125,221",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Imports CIF (millions of US dollars),G,,"201,703",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Imports CIF (millions of US dollars),G,,"200,114",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2018,Imports CIF (millions of US dollars),G,,"235,535",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2019,Imports CIF (millions of US dollars),G,,"221,481",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Imports CIF (millions of US dollars),G,,"211,973",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,1995,Exports FOB (millions of US dollars),G,,"52,628",Estimate.;Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2005,Exports FOB (millions of US dollars),G,,"106,011",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Exports FOB (millions of US dollars),G,,"212,109",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Exports FOB (millions of US dollars),G,,"187,792",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2018,Exports FOB (millions of US dollars),G,,"252,758",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2019,Exports FOB (millions of US dollars),G,,"266,377",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Exports FOB (millions of US dollars),G,,"245,046",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,1995,Balance imports/exports (millions of US dollars),G,,"-4,752",Estimate.;Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2005,Balance imports/exports (millions of US dollars),G,,"-19,210",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Balance imports/exports (millions of US dollars),G,,"10,405",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Balance imports/exports (millions of US dollars),G,,"-12,322",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2018,Balance imports/exports (millions of US dollars),G,,"17,223",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2019,Balance imports/exports (millions of US dollars),G,,"44,896",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Balance imports/exports (millions of US dollars),G,,"33,073",Imports FOB.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,1995,Imports CIF (millions of US dollars),S,,"66,331",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2005,Imports CIF (millions of US dollars),S,,"119,950",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Imports CIF (millions of US dollars),S,,"150,593",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Imports CIF (millions of US dollars),S,,"147,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2018,Imports CIF (millions of US dollars),S,,"184,195",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2019,Imports CIF (millions of US dollars),S,,"176,596",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Imports CIF (millions of US dollars),S,,"162,981",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,1995,Exports FOB (millions of US dollars),S,,"53,460",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2005,Exports FOB (millions of US dollars),S,,"117,722",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Exports FOB (millions of US dollars),S,,"144,882",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Exports FOB (millions of US dollars),S,,"145,276",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2018,Exports FOB (millions of US dollars),S,,"176,992",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2019,Exports FOB (millions of US dollars),S,,"171,532",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Exports FOB (millions of US dollars),S,,"164,332",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,1995,Balance imports/exports (millions of US dollars),S,,"-12,871",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2005,Balance imports/exports (millions of US dollars),S,,"-2,228",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Balance imports/exports (millions of US dollars),S,,"-5,711",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Balance imports/exports (millions of US dollars),S,,"-2,652",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2018,Balance imports/exports (millions of US dollars),S,,"-7,203",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2019,Balance imports/exports (millions of US dollars),S,,"-5,064",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Balance imports/exports (millions of US dollars),S,,"1,351",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,1995,Imports CIF (millions of US dollars),G,,666,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2005,Imports CIF (millions of US dollars),G,,"4,211",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Imports CIF (millions of US dollars),G,,"6,597",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Imports CIF (millions of US dollars),G,,"9,214",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2018,Imports CIF (millions of US dollars),G,,"11,460",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2019,Imports CIF (millions of US dollars),G,,"13,650",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Imports CIF (millions of US dollars),G,,"10,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,1995,Exports FOB (millions of US dollars),G,,637,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2005,Exports FOB (millions of US dollars),G,,"4,347",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Exports FOB (millions of US dollars),G,,"21,278",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Exports FOB (millions of US dollars),G,,"12,646",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2018,Exports FOB (millions of US dollars),G,,"19,489",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2019,Exports FOB (millions of US dollars),G,,"19,635",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Exports FOB (millions of US dollars),G,,"13,741",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,1995,Balance imports/exports (millions of US dollars),G,,-30,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2005,Balance imports/exports (millions of US dollars),G,,136,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Balance imports/exports (millions of US dollars),G,,"14,682",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Balance imports/exports (millions of US dollars),G,,"3,432",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2018,Balance imports/exports (millions of US dollars),G,,"8,029",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2019,Balance imports/exports (millions of US dollars),G,,"5,986",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Balance imports/exports (millions of US dollars),G,,"3,011",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,1995,Imports CIF (millions of US dollars),G,,"1,243",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2005,Imports CIF (millions of US dollars),G,,"2,567",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2010,Imports CIF (millions of US dollars),G,,"2,862",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2015,Imports CIF (millions of US dollars),G,,"3,161",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2018,Imports CIF (millions of US dollars),G,,"3,524",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2019,Imports CIF (millions of US dollars),G,,"3,373",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2020,Imports CIF (millions of US dollars),G,,"2,790",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,1995,Exports FOB (millions of US dollars),G,,176,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2005,Exports FOB (millions of US dollars),G,,271,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
